index,label,count,number_of_blocks,topic,sentiment,stemmed_word
2183,cumulant,12,1,Topic 6,normal,cumul
2184,SBI,36,1,Topic 6,normal,sbi
2185,LCN2,53,1,Topic 6,normal,lcn2
2186,MMP8,17,1,Topic 6,normal,mmp8
2187,AUROC,9,1,Topic 6,normal,auroc
2188,Bacterial,8,1,Topic 6,normal,bacteri
2190,DB,10,1,Topic 6,normal,db
2191,Torovirus,18,1,Topic 6,normal,toroviru
2192,EToV,24,1,Topic 6,normal,etov
2193,U1,30,1,Topic 6,normal,u1
2194,U2,27,1,Topic 6,normal,u2
2196,ORF1a,21,1,Topic 6,normal,orf1a
2198,AMI,65,1,Topic 6,normal,ami
2199,glutamine,3,1,Topic 4,normal,glutamin
2200,preferences,4,1,Topic 1,normal,prefer
2201,mmol,17,1,Topic 3,normal,mmol
2202,resin,9,1,Topic 4,normal,resin
2203,DMF,27,1,Topic 6,normal,dmf
2204,reproducibility,6,1,Topic 1,normal,reproduc
2205,USC,12,1,Topic 6,normal,usc
2206,CC0,12,1,Topic 6,normal,cc0
2207,C1,14,1,Topic 6,normal,c1
2209,nsp,13,1,Topic 3,normal,nsp
2210,nsp78,11,1,Topic 6,normal,nsp78
2213,poly,106,1,Topic 3,normal,poli
2214,tailfindr,25,1,Topic 6,normal,tailfindr
2217,relations,8,1,Topic 5,normal,relat
2218,KermackMcKendrick,4,1,Topic 6,normal,kermackmckendrick
2219,grow,3,1,Topic 2,normal,grow
2220,trans,4,1,Topic 4,normal,tran
2221,inf,4,1,Topic 2,normal,inf
2226,HSV1,40,1,Topic 6,normal,hsv1
2227,HP,27,1,Topic 6,normal,hp
2228,BALF,31,1,Topic 6,normal,balf
2230,IFITs,50,1,Topic 6,normal,ifit
2231,IFIT1,188,1,Topic 6,normal,ifit1
2232,IFIT2,134,1,Topic 6,normal,ifit2
2233,IFIT3,168,1,Topic 6,normal,ifit3
2234,thickening,21,1,Topic 4,normal,thicken
2235,Uveitis,85,1,Topic 6,normal,uveiti
2236,JIA,71,1,Topic 6,normal,jia
2237,serine11,26,1,Topic 6,normal,serine11
2238,HLADRB1,37,1,Topic 6,normal,hladrb1
2239,convergence,49,1,Topic 1,normal,converg
2240,SARSrelated,14,1,Topic 6,normal,sarsrel
2241,ORF3a,11,1,Topic 6,normal,orf3a
2242,COVID19related,18,1,Topic 6,normal,covid19rel
2243,phylogenetics,7,1,Topic 6,normal,phylogenet
2244,MSA,7,1,Topic 6,normal,msa
2245,Arrays,40,1,Topic 6,normal,array
2246,chromatin,20,1,Topic 4,normal,chromatin
2248,remodelers,102,1,Topic 6,normal,remodel
2249,ruler,73,1,Topic 6,normal,ruler
2250,Nhp10,23,1,Topic 6,normal,nhp10
2252,INO80,92,1,Topic 6,normal,ino80
2255,Reb1,45,1,Topic 6,normal,reb1
2256,ISW1a,27,1,Topic 6,normal,isw1a
2257,ISW2,21,1,Topic 6,normal,isw2
2261,founder,22,1,Topic 5,normal,founder
2262,litters,81,1,Topic 1,normal,litter
2263,pups,27,1,Topic 5,normal,pup
2264,Euglena,19,1,Topic 6,normal,euglena
2265,beating,35,1,Topic 5,normal,beat
2266,flagellum,38,1,Topic 5,normal,flagellum
2267,MTs,51,1,Topic 6,normal,mt
2268,Ax,78,1,Topic 6,normal,ax
2269,plane,27,1,Topic 5,normal,plane
2270,PFR,63,1,Topic 6,normal,pfr
2271,bending,42,1,Topic 5,normal,bend
2272,centerlines,22,1,Topic 6,normal,centerlin
2274,L2,21,1,Topic 6,normal,l2
2275,IT,17,1,Topic 6,normal,it
2276,L34,27,1,Topic 6,normal,l34
2277,phylogenies,9,1,Topic 1,normal,phylogeni
2278,L1,15,1,Topic 6,normal,l1
2280,defects,6,1,Topic 4,negative,defect
2281,rosette,24,1,Topic 6,normal,rosett
2282,Couscous,7,1,Topic 6,normal,couscou
2283,clumps,13,1,Topic 6,normal,clump
2284,glycosyltransferases,4,1,Topic 6,normal,glycosyltransferas
2285,F1,13,1,Topic 6,normal,f1
2287,Polypneadyspnea,14,1,Topic 6,normal,polypneadyspnea
2289,basal,24,1,Topic 4,normal,basal
2290,ganglia,21,1,Topic 4,normal,ganglia
2291,thalamus,15,1,Topic 4,normal,thalamu
2293,MRI,18,1,Topic 6,normal,mri
2296,SNR,33,1,Topic 6,normal,snr
2298,Pu,47,1,Topic 6,normal,pu
2299,GPi,37,1,Topic 6,normal,gpi
2300,GPe,36,1,Topic 6,normal,gpe
2301,SNc,30,1,Topic 6,normal,snc
2302,STN,46,1,Topic 6,normal,stn
2305,sweeps,21,1,Topic 1,normal,sweep
2306,parkin,125,1,Topic 4,normal,parkin
2307,LDOPA,82,1,Topic 6,normal,ldopa
2308,PINK1,31,1,Topic 6,normal,pink1
2309,phosphoUb,30,1,Topic 6,normal,phosphoub
2310,PPARA,90,1,Topic 6,normal,ppara
2311,Gm15441,181,1,Topic 6,normal,gm15441
2312,TXNIP,86,1,Topic 6,normal,txnip
2313,LSL,52,1,Topic 6,normal,lsl
2314,CPMPs,93,1,Topic 6,normal,cpmp
2315,cytosol,79,1,Topic 4,normal,cytosol
2316,CPPs,36,1,Topic 6,normal,cpp
2319,HOPS,49,1,Topic 6,normal,hop
2321,Saos2,72,1,Topic 6,normal,saos2
2323,UL,40,1,Topic 6,normal,ul
2324,Dex,57,1,Topic 6,normal,dex
2326,territories,8,1,Topic 2,normal,territori
2327,MOPV,50,1,Topic 6,normal,mopv
2328,LCMV,15,1,Topic 6,normal,lcmv
2329,NPexo,52,1,Topic 6,normal,npexo
2331,spouses,10,1,Topic 6,normal,spous
2333,SUQC,5,1,Topic 6,normal,suqc
2334,Scientific,6,1,Topic 6,normal,scientif
2335,Thermo,6,1,Topic 6,normal,thermo
2337,TBST,3,1,Topic 6,normal,tbst
2338,aminoglycoside,33,1,Topic 3,normal,aminoglycosid
2339,TLR3,24,1,Topic 6,normal,tlr3
2340,mucosa,12,1,Topic 4,normal,mucosa
2341,Remuzzi,6,1,Topic 6,normal,remuzzi
2342,AAEDM,29,1,Topic 6,normal,aaedm
2343,carnivore,21,1,Topic 6,normal,carnivor
2344,dogs,50,1,Topic 1,normal,dog
2345,KTR,9,1,Topic 6,normal,ktr
2346,summer,20,1,Topic 5,normal,summer
2350,NBS,6,1,Topic 6,normal,nb
2351,RTLAMPNBS,9,1,Topic 6,normal,rtlampnb
2352,F1ab,4,1,Topic 6,normal,f1ab
2353,hapten,3,1,Topic 6,normal,hapten
2355,Hank,13,1,Topic 6,normal,hank
2356,R503,18,1,Topic 6,normal,r503
2357,Beijing,10,1,Topic 6,normal,beij
2358,UVC,9,1,Topic 6,normal,uvc
2359,ultraviolet,4,1,Topic 6,normal,ultraviolet
2360,contrast,4,1,Topic 4,normal,contrast
2361,UV,9,1,Topic 6,normal,uv
2362,mJcm,4,1,Topic 6,normal,mjcm
2364,myelitis,13,1,Topic 6,normal,myeliti
2365,paralysis,4,1,Topic 6,normal,paralysi
2366,limbs,6,1,Topic 6,normal,limb
2367,incontinence,3,1,Topic 6,normal,incontin
2368,moxifloxacin,3,1,Topic 6,normal,moxifloxacin
2369,extremities,4,1,Topic 6,normal,extrem
2370,cord,7,1,Topic 4,normal,cord
2371,Sensation,3,1,Topic 6,normal,sensat
2373,prefusion,10,1,Topic 1,normal,prefus
2374,MAPK,33,1,Topic 6,normal,mapk
2375,IL33,66,1,Topic 6,normal,il33
2377,NK,54,1,Topic 6,normal,nk
2378,p38,21,1,Topic 4,normal,p38
2379,MALAT1,12,1,Topic 6,normal,malat1
2380,NEAT1,12,1,Topic 6,normal,neat1
2382,removal,3,1,Topic 1,normal,remov
2383,practices,3,1,Topic 5,normal,practic
2384,Liberia,4,1,Topic 6,normal,liberia
2385,DSOH,6,1,Topic 6,normal,dsoh
2386,MRR,12,1,Topic 6,normal,mrr
2387,Nipah,16,1,Topic 6,normal,nipah
2389,NVIs,30,1,Topic 6,normal,nvi
2390,HCoVs,54,1,Topic 6,normal,hcov
2391,interactome,24,1,Topic 1,normal,interactom
2394,BEprone,9,1,Topic 6,normal,bepron
2395,substrain,12,1,Topic 4,normal,substrain
2396,myelination,6,1,Topic 6,normal,myelin
2397,cuprizone,35,1,Topic 6,normal,cuprizon
2398,MBP,11,1,Topic 6,normal,mbp
2399,B6NJ,19,1,Topic 6,normal,b6nj
2400,Weifang,16,1,Topic 6,normal,weifang
2402,TE,8,1,Topic 6,normal,te
2404,fastidiosa,14,1,Topic 3,normal,fastidiosa
2405,gL,13,1,Topic 6,normal,gl
2406,XFM,12,1,Topic 6,normal,xfm
2407,SEIARW,11,1,Topic 6,normal,seiarw
2409,vaccinology,9,1,Topic 1,normal,vaccinolog
2412,Drosophila,30,1,Topic 6,normal,drosophila
2413,RBP,26,1,Topic 6,normal,rbp
2416,SP,25,1,Topic 6,normal,sp
2419,RDW,14,1,Topic 6,normal,rdw
2421,analogs,11,1,Topic 3,normal,analog
2422,MHVExoN,19,1,Topic 6,normal,mhvexon
2423,P250,12,1,Topic 6,normal,p250
2424,WTMHV,3,1,Topic 6,normal,wtmhv
2425,P3,5,1,Topic 6,normal,p3
2426,ns2,3,1,Topic 6,normal,ns2
2427,NS,5,1,Topic 6,normal,ns
2428,nsp14,6,1,Topic 3,normal,nsp14
2430,p53,41,1,Topic 4,normal,p53
2431,myoblasts,12,1,Topic 6,normal,myoblast
2433,Blind,3,1,Topic 6,normal,blind
2434,PBB,15,1,Topic 6,normal,pbb
2435,murine,7,1,Topic 4,normal,murin
2436,RV1B,11,1,Topic 6,normal,rv1b
2437,MHV1,12,1,Topic 6,normal,mhv1
2439,storm,3,1,Topic 4,normal,storm
2443,moiety,7,1,Topic 4,normal,moieti
2444,III,7,1,Topic 6,normal,iii
2445,Nfinger,3,1,Topic 6,normal,nfinger
2446,protomers,6,1,Topic 6,normal,protom
2447,Thr,5,1,Topic 6,normal,thr
2448,linearization,8,1,Topic 6,normal,linear
2449,soreness,4,1,Topic 6,negative,sore
2450,nsP1a4,9,1,Topic 6,normal,nsp1a4
2451,nsP1a,18,1,Topic 6,normal,nsp1a
2453,CD63,32,1,Topic 6,normal,cd63
2454,HAstV,8,1,Topic 6,normal,hastv
2455,PCRconfirmed,8,1,Topic 6,normal,pcrconfirm
2456,IgA,14,1,Topic 6,normal,iga
2457,serologic,7,1,Topic 2,normal,serolog
2459,PRNT,8,1,Topic 6,normal,prnt
2460,Q1,4,1,Topic 6,normal,q1
2461,GI16,13,1,Topic 6,normal,gi16
2462,HVR3,7,1,Topic 6,normal,hvr3
2463,Asia,6,1,Topic 6,normal,asia
2464,intestine,12,1,Topic 4,normal,intestin
2465,enterocytes,8,1,Topic 3,normal,enterocyt
2466,NIID,26,1,Topic 6,normal,niid
2467,doublequencher,4,1,Topic 6,normal,doublequench
2468,YCH,19,1,Topic 6,normal,ych
2469,Quencher,5,1,Topic 6,normal,quencher
2471,arsenite,20,1,Topic 4,normal,arsenit
2473,ATV,10,1,Topic 6,normal,atv
2474,DRV,8,1,Topic 6,normal,drv
2476,VarCount,14,1,Topic 6,normal,varcount
2477,Epi4k,19,1,Topic 6,normal,epi4k
2478,MAF,17,1,Topic 6,normal,maf
2479,ancestries,21,1,Topic 6,normal,ancestri
2480,PRTG,20,1,Topic 6,normal,prtg
2481,MACF1,20,1,Topic 6,normal,macf1
2482,vcf,10,1,Topic 1,normal,vcf
2483,IFP,18,1,Topic 6,normal,ifp
2484,titre,15,1,Topic 6,normal,titr
2485,Hazara,10,1,Topic 6,normal,hazara
2486,CPM,9,1,Topic 6,normal,cpm
2487,Pradhan,9,1,Topic 6,normal,pradhan
2488,RSCU,13,1,Topic 6,normal,rscu
2489,vertebrates,15,1,Topic 1,normal,vertebr
2490,Sentinelles,3,1,Topic 6,normal,sentinel
2491,maskwearing,8,1,Topic 6,normal,maskwear
2492,diagnoses,22,1,Topic 2,normal,diagnos
2494,antimicrobials,7,1,Topic 6,normal,antimicrobi
2495,powerlaw,16,1,Topic 6,normal,powerlaw
2496,chickens,15,1,Topic 6,normal,chicken
2497,chPBMC,13,1,Topic 6,normal,chpbmc
2498,mycoplasmas,27,1,Topic 6,normal,mycoplasma
2500,breast,10,1,Topic 4,normal,breast
2501,ChiCTR,4,1,Topic 6,normal,chictr
2502,PEs,10,1,Topic 6,normal,pe
2503,Monte,8,1,Topic 6,normal,mont
2504,SEIQ,9,1,Topic 6,normal,seiq
2505,IDSR,49,1,Topic 6,normal,idsr
2506,implementation,11,1,Topic 2,normal,implement
2507,completeness,12,1,Topic 5,normal,complet
2508,timeliness,15,1,Topic 2,normal,timeli
2509,MTDTI,5,1,Topic 6,normal,mtdti
2510,Kd,12,1,Topic 6,normal,kd
2511,proteinase,10,1,Topic 4,normal,proteinas
2513,teicoplanin,14,1,Topic 6,normal,teicoplanin
2514,glycopeptide,4,1,Topic 6,normal,glycopeptid
2515,cathepsin,14,1,Topic 4,normal,cathepsin
2516,cytoplasm,2,1,Topic 4,normal,cytoplasm
2518,Permeation,18,1,Topic 6,normal,permeat
2519,aspects,2,1,Topic 5,normal,aspect
2520,genetics,2,1,Topic 1,normal,genet
2522,ssRNA,1,1,Topic 6,normal,ssrna
2524,nebulization,25,1,Topic 5,normal,nebul
2525,half,4,1,Topic 2,normal,half
2526,fluctuation,7,1,Topic 2,normal,fluctuat
2527,JpnInf2019,6,1,Topic 6,normal,jpninf2019
2528,niche,14,1,Topic 1,normal,nich
2529,climate,16,1,Topic 5,normal,climat
2530,concept,4,1,Topic 1,normal,concept
2531,precipitation,7,1,Topic 2,normal,precipit
2533,Vorpal,9,1,Topic 6,normal,vorpal
2534,Ebolavirus,7,1,Topic 6,normal,ebolaviru
2536,Sarcophilus,1,1,Topic 6,normal,sarcophilu
2537,harrisii,1,1,Topic 6,normal,harrisii
2538,extant,1,1,Topic 6,normal,extant
2540,Tasmania,1,1,Topic 6,normal,tasmania
2541,scavenger,1,1,Topic 6,normal,scaveng
2542,comprises,1,1,Topic 1,normal,compris
2544,DePBV1,2,1,Topic 6,normal,depbv1
2545,papillomavirus,2,1,Topic 6,normal,papillomaviru
2546,DePV1,2,1,Topic 6,normal,depv1
2547,metatranscriptomics,4,1,Topic 6,normal,metatranscriptom
2548,VLP,3,1,Topic 6,normal,vlp
2549,CSMS,6,1,Topic 6,normal,csm
2550,diff,8,1,Topic 2,normal,diff
2551,k3k4,4,1,Topic 6,normal,k3k4
2552,dydt,9,1,Topic 6,normal,dydt
2553,premise,5,1,Topic 6,normal,premis
2554,sugars,10,1,Topic 6,normal,sugar
2555,SecY,18,1,Topic 6,normal,seci
2556,glucose,4,1,Topic 4,normal,glucos
2558,reinfection,5,1,Topic 6,normal,reinfect
2559,monkeys,20,1,Topic 4,normal,monkey
2560,dpi,11,1,Topic 4,normal,dpi
2561,EPI,9,1,Topic 6,normal,epi
2562,ISL,9,1,Topic 6,normal,isl
2563,outgroup,4,1,Topic 1,normal,outgroup
2564,DnaSP,3,1,Topic 6,normal,dnasp
2566,E6,2,1,Topic 6,normal,e6
2567,Dickeya,54,1,Topic 6,normal,dickeya
2568,TaqMan,35,1,Topic 6,normal,taqman
2569,dianthicola,51,1,Topic 6,normal,dianthicola
2570,multiplex,12,1,Topic 3,normal,multiplex
2571,Pectobacterium,10,1,Topic 6,normal,pectobacterium
2572,flap,20,1,Topic 3,normal,flap
2573,MHV68,29,1,Topic 6,normal,mhv68
2574,R443I,16,1,Topic 6,normal,r443i
2575,pachypus,8,1,Topic 6,normal,pachypu
2576,sinicus,5,1,Topic 6,normal,sinicu
2577,HCoV229E,12,1,Topic 6,normal,hcov229
2578,DPP4,16,1,Topic 6,normal,dpp4
2579,deaminases,5,1,Topic 6,normal,deaminas
2580,ADAR,7,1,Topic 6,normal,adar
2581,APOBEC,9,1,Topic 6,normal,apobec
2582,deamination,6,1,Topic 3,normal,deamin
2583,AtoI,8,1,Topic 6,normal,atoi
2584,CtoU,7,1,Topic 6,normal,ctou
2585,Passiflora,4,1,Topic 6,normal,passiflora
2586,Leaf,4,1,Topic 6,normal,leaf
2587,gmL,2,1,Topic 6,normal,gml
2588,ELPA,8,1,Topic 6,normal,elpa
2589,HL60,3,1,Topic 6,normal,hl60
2590,flavonoids,3,1,Topic 6,normal,flavonoid
2591,MMGBSA,8,1,Topic 6,normal,mmgbsa
2592,SIE,7,1,Topic 6,normal,sie
2593,nelfinavir,10,1,Topic 4,normal,nelfinavir
2595,lumen,11,1,Topic 4,normal,lumen
2596,Golgi,37,1,Topic 6,normal,golgi
2599,siblings,9,1,Topic 5,normal,sibl
2600,IRD,2,1,Topic 6,normal,ird
2601,HNR,2,1,Topic 6,normal,hnr
2602,WIO,7,1,Topic 6,normal,wio
2604,stalk,6,1,Topic 1,normal,stalk
2605,SRD06,5,1,Topic 6,normal,srd06
2606,PaKiT01,12,1,Topic 6,normal,pakit01
2607,Indies,11,1,Topic 6,normal,indi
2609,Guadeloupe,12,1,Topic 6,normal,guadeloup
2610,Martinique,14,1,Topic 6,normal,martiniqu
2611,SaintMartin,11,1,Topic 6,normal,saintmartin
2612,NI,10,1,Topic 6,normal,ni
2613,Procalcitonin,5,1,Topic 6,normal,procalcitonin
2614,registration,25,1,Topic 4,normal,registr
2615,appearance,5,1,Topic 4,normal,appear
2616,urine,8,1,Topic 1,normal,urin
2617,coincides,7,1,Topic 2,normal,coincid
2619,Gard,54,1,Topic 6,normal,gard
2621,IFITM1,3,1,Topic 6,normal,ifitm1
2622,IFITMs,6,1,Topic 6,normal,ifitm
2623,IFITM2,2,1,Topic 6,normal,ifitm2
2624,SFV,2,1,Topic 6,normal,sfv
2625,microbat,3,1,Topic 6,normal,microbat
2626,mbIFITM3,12,1,Topic 6,normal,mbifitm3
2627,P70W,7,1,Topic 6,normal,p70w
2629,Menachery,6,1,Topic 6,normal,menacheri
2630,S1S2,36,1,Topic 6,normal,s1s2
2631,penetration,18,1,Topic 4,normal,penetr
2632,coatings,23,1,Topic 4,normal,coat
2633,lopinavir,17,1,Topic 1,normal,lopinavir
2634,darunavir,18,1,Topic 1,normal,darunavir
2635,CEPC30,29,1,Topic 6,normal,cepc30
2636,PLVP,26,1,Topic 6,normal,plvp
2637,minimization,34,1,Topic 1,normal,minim
2638,Libdock,8,1,Topic 6,normal,libdock
2639,poses,14,1,Topic 1,normal,pose
2640,college,12,1,Topic 5,normal,colleg
2641,COPE,50,1,Topic 6,normal,cope
2642,sadness,12,1,Topic 6,negative,sad
2643,anger,19,1,Topic 6,negative,anger
2645,MIC,12,1,Topic 6,normal,mic
2646,FoG,22,1,Topic 6,normal,fog
2647,candidemia,7,1,Topic 6,normal,candidemia
2648,Adenovirus,5,1,Topic 6,normal,adenoviru
2649,E1A,7,1,Topic 6,normal,e1a
2651,polyadenylation,4,1,Topic 3,normal,polyadenyl
2653,CCCs,16,1,Topic 6,normal,ccc
2654,Xrn1p,43,1,Topic 6,normal,xrn1p
2655,XRN1,45,1,Topic 6,normal,xrn1
2656,LA,24,1,Topic 6,normal,la
2657,kudriavzevii,18,1,Topic 6,normal,kudriavzevii
2658,elevation,18,1,Topic 4,normal,elev
2659,TriSilix,48,1,Topic 6,normal,trisilix
2660,fabrication,12,1,Topic 4,negative,fabric
2663,wafer,18,1,Topic 4,normal,wafer
2664,MB,16,1,Topic 6,normal,mb
2665,KLK13,54,1,Topic 6,normal,klk13
2666,RD,17,1,Topic 6,normal,rd
2667,HAE,11,1,Topic 6,normal,hae
2668,KLK,23,1,Topic 6,normal,klk
2669,IRF7,70,1,Topic 6,normal,irf7
2671,KAPA,2,1,Topic 6,normal,kapa
2673,reagents,3,1,Topic 3,normal,reagent
2675,RefSeq,3,1,Topic 6,normal,refseq
2676,IQC,6,1,Topic 6,normal,iqc
2678,gondii,30,1,Topic 3,normal,gondii
2680,retention,41,1,Topic 3,normal,retent
2681,P1,21,1,Topic 6,normal,p1
2682,P2,47,1,Topic 6,normal,p2
2683,substituent,27,1,Topic 4,normal,substitu
2684,EC50,50,1,Topic 6,normal,ec50
2685,Huh7,24,1,Topic 6,normal,huh7
2687,CVB3,49,1,Topic 6,normal,cvb3
2688,sidechain,18,1,Topic 6,normal,sidechain
2689,EVA71,25,1,Topic 6,normal,eva71
2690,IC50,28,1,Topic 6,normal,ic50
2691,wells,11,1,Topic 4,normal,well
2692,weekend,37,1,Topic 5,normal,weekend
2693,weekday,31,1,Topic 5,normal,weekday
2695,calendar,25,1,Topic 5,normal,calendar
2697,MARylation,36,1,Topic 6,normal,maryl
2698,macrodomain,23,1,Topic 3,normal,macrodomain
2699,hydrolase,16,1,Topic 3,normal,hydrolas
2700,ARTD10,28,1,Topic 6,normal,artd10
2701,ARTD12,32,1,Topic 6,normal,artd12
2702,nsP2,14,1,Topic 6,normal,nsp2
2704,EGFP,16,1,Topic 6,normal,egfp
2705,homoplasies,41,1,Topic 1,normal,homoplasi
2707,contagiousness,4,1,Topic 2,normal,contagi
2708,commuting,4,1,Topic 5,normal,commut
2709,confirmationtodeath,3,1,Topic 6,normal,confirmationtodeath
2710,IFR,6,1,Topic 6,normal,ifr
2711,nCFR,6,1,Topic 6,normal,ncfr
2712,DON,24,1,Topic 6,normal,don
2713,autophagy,11,1,Topic 4,normal,autophagi
2714,Mycetoma,23,1,Topic 6,normal,mycetoma
2715,IL37,24,1,Topic 6,normal,il37
2716,IL1,15,1,Topic 6,normal,il1
2717,IL35,20,1,Topic 6,normal,il35
2718,Xiangyang,10,1,Topic 6,normal,xiangyang
2720,speech,153,1,Topic 1,normal,speech
2722,paraphasias,170,1,Topic 6,normal,paraphasia
2723,task,124,1,Topic 1,normal,task
2724,picture,29,1,Topic 5,normal,pictur
2726,Hong,5,1,Topic 6,normal,hong
2727,Kong,5,1,Topic 6,normal,kong
2728,dissemination,5,1,Topic 2,normal,dissemin
2729,2020,13,1,Topic 2,normal,2020
2730,Hunan,5,1,Topic 6,normal,hunan
2731,Wolbachia,22,1,Topic 6,normal,wolbachia
2735,Inc,5,1,Topic 6,normal,inc
2736,subgenus,24,1,Topic 1,normal,subgenu
2737,SENSR,42,1,Topic 6,normal,sensr
2738,aegypti,8,1,Topic 1,normal,aegypti
2739,Manatee,17,1,Topic 6,normal,manate
2740,Florida,15,1,Topic 6,normal,florida
2741,DENV4,45,1,Topic 6,normal,denv4
2742,byABSTRACT,1,1,Topic 6,normal,byabstract
2743,SRBD,32,1,Topic 6,normal,srbd
2744,Li,5,1,Topic 6,normal,li
2745,Kim,9,1,Topic 6,normal,kim
2747,Wales,15,1,Topic 6,normal,wale
2749,CasRx,46,1,Topic 6,normal,casrx
2750,Pten,29,1,Topic 6,normal,pten
2751,Pcsk9,26,1,Topic 6,normal,pcsk9
2752,Nsp15,38,1,Topic 6,normal,nsp15
2753,NendoU,11,1,Topic 6,normal,nendou
2754,hexamers,12,1,Topic 6,normal,hexam
2755,CML,19,1,Topic 6,normal,cml
2756,CRF,10,1,Topic 6,normal,crf
2757,immunogenicity,25,1,Topic 1,normal,immunogen
2758,Sup,17,1,Topic 6,normal,sup
2759,Wikipedia,41,1,Topic 6,normal,wikipedia
2760,pageview,23,1,Topic 6,normal,pageview
2762,Web,19,1,Topic 6,normal,web
2763,azaBINOLs,16,1,Topic 6,normal,azabinol
2765,dromedaries,17,1,Topic 6,normal,dromedari
2766,nCoV,13,1,Topic 6,normal,ncov
2767,ProMED,72,1,Topic 6,normal,prome
2768,HealthMap,53,1,Topic 6,normal,healthmap
2769,alerts,78,1,Topic 5,normal,alert
2771,qq,169,1,Topic 5,normal,qq
2772,Hamada,9,1,Topic 6,normal,hamada
2773,STA,24,1,Topic 6,normal,sta
2774,RN,10,1,Topic 6,normal,rn
2775,SS,12,1,Topic 6,normal,ss
2776,occurrence,1,1,Topic 1,normal,occurr
2779,reemergence,1,1,Topic 6,normal,reemerg
2780,significance,1,1,Topic 1,normal,signific
2781,safety,1,1,Topic 4,normal,safeti
2782,statistics,5,1,Topic 2,normal,statist
2783,visualizations,4,1,Topic 6,normal,visual
2784,RS,9,1,Topic 6,normal,rs
2785,Hurst,7,1,Topic 6,normal,hurst
2786,log,8,1,Topic 5,normal,log
2787,trimesters,14,1,Topic 6,normal,trimest
2788,placentas,22,1,Topic 6,normal,placenta
2789,sprouts,10,1,Topic 6,normal,sprout
2790,Hyperplasia,8,1,Topic 6,normal,hyperplasia
2792,IHC,8,1,Topic 6,normal,ihc
2793,FFPE,6,1,Topic 6,normal,ffpe
2794,slides,5,1,Topic 4,normal,slide
2795,villi,9,1,Topic 6,normal,villi
2796,LRV16,6,1,Topic 6,normal,lrv16
2797,checkpoint,43,1,Topic 4,normal,checkpoint
2798,MAD2,112,1,Topic 6,normal,mad2
2799,CMAD2,40,1,Topic 6,normal,cmad2
2800,MAD1NTD,29,1,Topic 6,normal,mad1ntd
2801,MPS1,54,1,Topic 6,normal,mps1
2802,microstructure,12,1,Topic 4,normal,microstructur
2803,Alzheimer,22,1,Topic 6,normal,alzheim
2804,dMRI,14,1,Topic 6,normal,dmri
2805,TgCRND8,19,1,Topic 6,normal,tgcrnd8
2806,orientation,12,1,Topic 3,normal,orient
2807,NODDI,26,1,Topic 6,normal,noddi
2808,DTI,11,1,Topic 6,normal,dti
2809,FA,17,1,Topic 6,normal,fa
2810,NDI,23,1,Topic 6,normal,ndi
2811,ODI,24,1,Topic 6,normal,odi
2812,metrics,20,1,Topic 5,normal,metric
2814,hippocampus,26,1,Topic 4,normal,hippocampu
2816,F143,16,1,Topic 6,normal,f143
2817,californica,22,1,Topic 1,normal,californica
2819,AcNV,45,1,Topic 6,normal,acnv
2820,coordinates,7,1,Topic 1,normal,coordin
2822,BNLV1,10,1,Topic 6,normal,bnlv1
2823,AmpSeq,40,1,Topic 6,normal,ampseq
2824,NHCC,2,1,Topic 6,normal,nhcc
2825,TIM1,28,1,Topic 6,normal,tim1
2827,GPrVSV,12,1,Topic 6,normal,gprvsv
2828,dependences,2,1,Topic 6,normal,depend
2829,victim,5,1,Topic 6,normal,victim
2830,Chernivtsi,2,1,Topic 6,normal,chernivtsi
2831,Ukraine,2,1,Topic 6,normal,ukrain
2832,WAIT,48,1,Topic 6,normal,wait
2833,cholera,22,1,Topic 5,normal,cholera
2834,needles,29,1,Topic 2,normal,needl
2835,defiance,29,1,Topic 6,negative,defianc
2836,AMP,36,1,Topic 6,normal,amp
2838,BAH,30,1,Topic 6,normal,bah
2839,OmpT,14,1,Topic 6,normal,ompt
2840,schizophrenia,78,1,Topic 4,normal,schizophrenia
2842,iLINCS,26,1,Topic 6,normal,ilinc
2843,GluN1,44,1,Topic 6,normal,glun1
2844,seed,39,1,Topic 4,normal,seed
2846,Pioglitazone,41,1,Topic 6,normal,pioglitazon
2847,SARS2002,28,1,Topic 6,normal,sars2002
2849,platelet,12,1,Topic 4,normal,platelet
2852,SIAE,16,1,Topic 6,normal,siae
2853,machinery,2,1,Topic 3,normal,machineri
2854,Sigma,3,1,Topic 6,normal,sigma
2855,BEI,3,1,Topic 6,normal,bei
2857,RNAaemia,19,1,Topic 6,normal,rnaaemia
2858,Facemask,52,1,Topic 6,normal,facemask
2859,shortage,16,1,Topic 2,negative,shortag
2860,9Oacetylation,11,1,Topic 6,normal,9oacetyl
2861,TER119,35,1,Topic 6,normal,ter119
2862,esterase,12,1,Topic 4,normal,esteras
2863,CHEFcD,16,1,Topic 6,normal,chefcd
2864,LF,32,1,Topic 6,normal,lf
2865,Nigeria,10,1,Topic 6,normal,nigeria
2866,rainfall,30,1,Topic 2,normal,rainfal
2868,resp,6,1,Topic 2,normal,resp
2869,supplies,2,1,Topic 2,normal,suppli
2870,purpose,2,1,Topic 2,normal,purpos
2871,consequences,2,1,Topic 5,normal,consequ
2872,building,3,1,Topic 5,normal,build
2873,PAI,9,1,Topic 6,normal,pai
