index,label,count,number_of_blocks,topic,sentiment,stemmed_word
2548,ciclesonide,14,1,Others,normal,ciclesonid
2550,suppression,3,1,Others,negative,suppress
2551,mometasone,7,1,Others,normal,mometason
2552,domestication,39,1,Others,normal,domest
2553,sporulate,50,1,Others,normal,sporul
2554,quiescence,17,1,Others,normal,quiescenc
2555,LCMS,18,1,Others,normal,lcm
2556,DDA,13,1,Others,normal,dda
2557,DIA,11,1,Others,normal,dia
2558,microstructure,12,1,Others,normal,microstructur
2559,Alzheimer,22,1,Others,normal,alzheim
2560,dMRI,14,1,Others,normal,dmri
2561,TgCRND8,19,1,Others,normal,tgcrnd8
2562,orientation,12,1,Others,normal,orient
2563,NODDI,26,1,Others,normal,noddi
2564,DTI,11,1,Others,normal,dti
2565,FA,17,1,Others,normal,fa
2566,NDI,23,1,Others,normal,ndi
2567,ODI,24,1,Others,normal,odi
2568,metrics,20,1,Others,normal,metric
2571,hippocampus,26,1,Others,normal,hippocampu
2572,F143,16,1,Others,normal,f143
2573,narratives,18,1,Others,normal,narr
2576,MSTI,12,1,Others,normal,msti
2577,ncRNA,35,1,Others,normal,ncrna
2578,Tab,62,1,Others,normal,tab
2579,GISAID,3,1,Others,normal,gisaid
2581,EPIISL403928,9,1,Others,normal,epiisl403928
2582,Vorpal,9,1,Others,normal,vorpal
2583,Ebolavirus,7,1,Others,normal,ebolaviru
2584,nsP1a4,9,1,Others,normal,nsp1a4
2585,nsP1a,18,1,Others,normal,nsp1a
2586,CD63,32,1,Others,normal,cd63
2587,HAstV,8,1,Others,normal,hastv
2588,vgRNA,8,1,Others,normal,vgrna
2589,NFB,33,1,Others,normal,nfb
2591,IKK,23,1,Others,normal,ikk
2592,T3A,16,1,Others,normal,t3a
2593,IB,11,1,Others,normal,ib
2594,p65,14,1,Others,normal,p65
2596,homoplasies,41,1,Others,normal,homoplasi
2597,myelitis,13,1,Others,normal,myeliti
2598,paralysis,4,1,Others,normal,paralysi
2599,limbs,6,1,Others,normal,limb
2600,incontinence,3,1,Others,normal,incontin
2601,moxifloxacin,3,1,Others,normal,moxifloxacin
2602,extremities,4,1,Others,normal,extrem
2603,cord,7,1,Others,normal,cord
2604,Sensation,3,1,Others,normal,sensat
2605,BAG,31,1,Others,normal,bag
2606,WM,25,1,Others,normal,wm
2608,IFITs,50,1,Others,normal,ifit
2609,IFIT1,188,1,Others,normal,ifit1
2610,IFIT2,134,1,Others,normal,ifit2
2611,IFIT3,168,1,Others,normal,ifit3
2612,Wales,15,1,Others,normal,wale
2613,prefusion,10,1,Others,normal,prefus
2614,VarCount,14,1,Others,normal,varcount
2615,Epi4k,19,1,Others,normal,epi4k
2616,MAF,17,1,Others,normal,maf
2617,ancestries,21,1,Others,normal,ancestri
2618,PRTG,20,1,Others,normal,prtg
2619,MACF1,20,1,Others,normal,macf1
2620,vcf,10,1,Others,normal,vcf
2621,NGDC,2,1,Others,normal,ngdc
2622,oV,19,1,Others,normal,ov
2623,TCC,15,1,Others,normal,tcc
2624,DAA,18,1,Others,normal,daa
2625,HTA,8,1,Others,normal,hta
2626,DHODH,40,1,Others,normal,dhodh
2627,S312,46,1,Others,normal,s312
2628,S416,33,1,Others,normal,s416
2629,DHODHi,21,1,Others,normal,dhodhi
2630,Teriflunomide,18,1,Others,normal,teriflunomid
2631,Osel,12,1,Others,normal,osel
2633,CsA,64,1,Others,normal,csa
2634,ALV,27,1,Others,normal,alv
2635,arterivirus,8,1,Others,normal,arteriviru
2636,EAV,35,1,Others,normal,eav
2637,rEAV,19,1,Others,normal,reav
2638,SAXS,23,1,Others,normal,sax
2639,detergent,39,1,Others,normal,deterg
2640,beamlines,11,1,Others,normal,beamlin
2641,pipeline,29,1,Others,normal,pipelin
2642,ISPyB,18,1,Others,normal,ispyb
2643,ACE2B,6,1,Others,normal,ace2b
2644,ramps,35,1,Others,normal,ramp
2645,curvature,118,1,Others,normal,curvatur
2646,helicoids,53,1,Others,normal,helicoid
2647,switches,35,1,Others,normal,switch
2648,radius,29,1,Others,normal,radiu
2649,pitch,27,1,Others,normal,pitch
2650,Republic,10,1,Others,normal,republ
2652,G1,119,1,Others,normal,g1
2653,MCM,122,1,Others,normal,mcm
2654,SMILES,11,1,Others,normal,smile
2655,strings,10,1,Others,normal,string
2658,Permeation,18,1,Others,normal,permeat
2659,MaxEnt,7,1,Others,normal,maxent
2660,kinetic,20,1,Others,normal,kinet
2662,Xanthomonas,5,1,Others,normal,xanthomona
2663,axonopodis,4,1,Others,normal,axonopodi
2665,punicae,5,1,Others,normal,punica
2666,pomegranate,13,1,Others,normal,pomegran
2667,blight,6,1,Others,normal,blight
2668,Xap,15,1,Others,normal,xap
2669,India,8,1,Others,normal,india
2670,dyes,12,1,Others,normal,dye
2673,AKI,22,1,Others,normal,aki
2674,baseline,19,1,Topic 1,normal,baselin
2676,Hong,5,1,Others,normal,hong
2677,Kong,5,1,Others,normal,kong
2678,dissemination,5,1,Others,normal,dissemin
2679,2020,13,1,Topic 3,normal,2020
2680,Union,6,1,Others,normal,union
2682,narnaviruses,24,1,Others,normal,narnavirus
2683,rORF,33,1,Others,normal,rorf
2685,STH,28,1,Others,normal,sth
2686,MDA,16,1,Others,normal,mda
2688,interruption,17,1,Others,negative,interrupt
2689,eggs,16,1,Others,normal,egg
2690,Refs,20,1,Others,normal,ref
2691,jn,23,1,Others,normal,jn
2693,configurations,37,1,Others,normal,configur
2694,LPVr,43,1,Others,normal,lpvr
2695,arbidol,21,1,Others,normal,arbidol
2696,nCoV,13,1,Others,normal,ncov
2697,hemoglobin,53,1,Others,normal,hemoglobin
2698,globin,26,1,Others,normal,globin
2699,primate,15,1,Others,normal,primat
2700,IsdB,43,1,Others,normal,isdb
2701,aureus,25,1,Others,normal,aureu
2702,baboon,16,1,Others,normal,baboon
2703,ATPase,32,1,Others,normal,atpas
2704,Snf2,16,1,Others,normal,snf2
2705,histone,48,1,Others,normal,histon
2707,chromodomains,13,1,Others,normal,chromodomain
2708,DNABD,17,1,Others,normal,dnabd
2709,n6,1,1,Others,normal,n6
2712,Cuba,97,1,Others,normal,cuba
2714,nextgeneration,2,1,Others,normal,nextgener
2715,CRISPRnCoV,7,1,Others,normal,crisprncov
2717,Cas13a,2,1,Others,normal,cas13a
2718,IDRs,35,1,Others,normal,idr
2719,FtsZ,135,1,Others,normal,ftsz
2720,CTT,132,1,Others,normal,ctt
2721,subtilis,22,1,Others,normal,subtili
2722,GTP,48,1,Others,normal,gtp
2724,gondii,30,1,Others,normal,gondii
2725,retention,41,1,Others,normal,retent
2726,descriptions,6,1,Others,normal,descript
2728,Saudi,5,1,Others,normal,saudi
2729,Arabia,5,1,Others,normal,arabia
2730,whilst,11,1,Others,normal,whilst
2731,answers,24,1,Others,normal,answer
2732,gown,14,1,Others,normal,gown
2735,nascent,28,1,Others,normal,nascent
2736,1PRF,42,1,Others,normal,1prf
2738,SINV,15,1,Others,normal,sinv
2739,TM2,31,1,Others,normal,tm2
2740,gGFP,9,1,Others,normal,ggfp
2741,tracking,28,1,Others,normal,track
2743,IH,24,1,Others,normal,ih
2744,californica,22,1,Others,normal,californica
2745,AcNV,45,1,Others,normal,acnv
2746,coordinates,7,1,Others,normal,coordin
2747,BNLV1,10,1,Others,normal,bnlv1
2748,FSHD,44,1,Others,normal,fshd
2749,transgenic,23,1,Others,normal,transgen
2750,DUX4fl,79,1,Others,normal,dux4fl
2751,ACTA1MCM,32,1,Others,normal,acta1mcm
2752,TMX,60,1,Others,normal,tmx
2753,congestion,16,1,Others,negative,congest
2754,Han,8,1,Others,normal,han
2756,TTSP,22,1,Others,normal,ttsp
2757,HA0,19,1,Others,normal,ha0
2758,infectionsheddingtransmission,4,1,Others,normal,infectionsheddingtransmiss
2759,EPI,9,1,Others,normal,epi
2760,ISL,9,1,Others,normal,isl
2761,outgroup,4,1,Others,normal,outgroup
2762,DnaSP,3,1,Others,normal,dnasp
2763,HAMA,10,1,Others,normal,hama
2764,bottleneck,65,1,Others,normal,bottleneck
2765,NIID,26,1,Others,normal,niid
2766,doublequencher,4,1,Others,normal,doublequench
2767,YCH,19,1,Others,normal,ych
2768,Quencher,5,1,Others,normal,quencher
2769,NHCC,2,1,Others,normal,nhcc
2771,shedding,5,1,Others,normal,shed
2772,DCV,19,1,Others,normal,dcv
2773,flies,10,1,Others,normal,fli
2774,GLMs,6,1,Others,normal,glm
2775,S6,9,1,Others,normal,s6
2777,TEV,25,1,Others,normal,tev
2783,HVD,27,1,Others,normal,hvd
2784,bleomycin,26,1,Others,normal,bleomycin
2786,division,5,1,Others,normal,divis
2787,labour,6,1,Others,normal,labour
2788,brood,23,1,Others,negative,brood
2789,fertility,11,1,Others,normal,fertil
2790,carers,15,1,Others,normal,carer
2792,forest,5,1,Others,normal,forest
2794,Polypneadyspnea,14,1,Others,normal,polypneadyspnea
2796,Nglycans,29,1,Others,normal,nglycan
2797,mz,49,1,Others,normal,mz
2798,PRV,7,1,Others,normal,prv
2799,SCG,6,1,Others,normal,scg
2800,soma,4,1,Others,normal,soma
2801,haloperidol,35,1,Others,normal,haloperidol
2802,VCMs,26,1,Others,normal,vcm
2803,RIX,31,1,Others,normal,rix
2804,ADRs,18,1,Others,normal,adr
2805,placebo,13,1,Others,normal,placebo
2806,CCRIX,15,1,Others,normal,ccrix
2807,CROWLEY,15,1,Others,normal,crowley
2808,nucleocapsid,5,1,Others,normal,nucleocapsid
2809,NNTD,30,1,Others,normal,nntd
2810,immunogenicity,25,1,Others,normal,immunogen
2811,Sup,17,1,Others,normal,sup
2812,ADM1,16,1,Others,normal,adm1
2813,centroid,5,1,Others,normal,centroid
2814,JMTV,40,1,Others,normal,jmtv
2815,ALSV,48,1,Others,normal,alsv
2816,representative,11,1,Others,normal,repres
2817,IRECTVM19,17,1,Others,normal,irectvm19
2818,Miass527,16,1,Others,normal,miass527
2819,Wang,16,1,Others,normal,wang
2820,Miass519,11,1,Others,normal,miass519
2821,nuORF,11,1,Others,normal,nuorf
2823,PLX,7,1,Others,normal,plx
2824,D0,9,1,Others,normal,d0
2825,FastViromeExplorer,60,1,Others,normal,fastviromeexplor
2826,ViromeScan,33,1,Others,normal,viromescan
2827,Blastn,22,1,Others,normal,blastn
2828,kallisto,14,1,Others,normal,kallisto
2829,repeat,14,1,Others,normal,repeat
2830,coexpression,29,1,Others,normal,coexpress
2831,LAG3,53,1,Others,normal,lag3
2832,CD49b,54,1,Others,normal,cd49b
2833,Foxp3,66,1,Others,normal,foxp3
2834,IL10producing,35,1,Others,normal,il10produc
2835,Estatus,7,1,Others,normal,estatu
2836,Istatus,11,1,Others,normal,istatu
2837,DMVs,21,1,Others,normal,dmv
2838,spherules,6,1,Others,normal,spherul
2839,DMSs,23,1,Others,normal,dmss
2840,invaginations,4,1,Others,normal,invagin
2841,autoradiography,9,1,Others,normal,autoradiographi
2842,resp,6,1,Others,normal,resp
2843,ADQNFBDD,7,1,Others,normal,adqnfbdd
2844,lead,8,1,Topic 1,positive,lead
2845,covalent,14,1,Others,normal,coval
2846,TCI,5,1,Others,normal,tci
2847,reward,17,1,Others,positive,reward
2848,actions,14,1,Others,normal,action
2849,subsite,9,1,Others,normal,subsit
2850,ring,8,1,Others,normal,ring
2851,Hbond,12,1,Others,normal,hbond
2853,Sun,3,1,Others,normal,sun
2854,YatSen,3,1,Others,normal,yatsen
2855,HU,4,1,Others,normal,hu
2856,Details,9,1,Others,normal,detail
2857,advantage,2,1,Others,positive,advantag
2858,GENI,9,1,Others,normal,geni
2859,epicurves,8,1,Others,normal,epicurv
2860,CCR5,41,1,Others,normal,ccr5
2861,Firefly,18,1,Others,normal,firefli
2862,Renilla,16,1,Others,normal,renilla
2863,luciferase,37,1,Others,normal,luciferas
2864,innate,12,1,Others,normal,innat
2865,cGAMP,29,1,Others,normal,cgamp
2866,cGAS,36,1,Others,normal,cga
2867,mtDNA,21,1,Others,normal,mtdna
2868,biopsy,7,1,Others,normal,biopsi
2869,turbinate,8,1,Others,normal,turbin
2870,propagation,26,1,Others,normal,propag
2871,account,5,1,Topic 1,normal,account
2872,ES,9,1,Others,normal,es
2873,Boltzmann,14,1,Others,normal,boltzmann
2874,half,4,1,Topic 2,normal,half
2875,fluctuation,7,1,Others,normal,fluctuat
2876,JpnInf2019,6,1,Others,normal,jpninf2019
2877,Wikipedia,41,1,Others,normal,wikipedia
2878,pageview,23,1,Others,normal,pageview
2879,Web,19,1,Others,normal,web
2880,Parhyale,32,1,Others,normal,parhyal
2881,heterozygosity,9,1,Others,normal,heterozygos
2882,polymorphism,9,1,Others,normal,polymorph
2883,BAC,10,1,Others,normal,bac
2884,Hank,13,1,Others,normal,hank
2885,R503,18,1,Others,normal,r503
2887,decrease,11,1,Topic 2,normal,decreas
2888,Nesteruk,6,1,Others,normal,nesteruk
2889,ancestor,8,1,Others,normal,ancestor
2890,circuits,29,1,Others,normal,circuit
2891,ToolKit,7,1,Others,normal,toolkit
2892,MTK,38,1,Others,normal,mtk
2893,landing,16,1,Others,normal,land
2894,voltage,33,1,Others,normal,voltag
2895,VSD,48,1,Others,normal,vsd
2897,arginine,36,1,Others,normal,arginin
2898,protons,108,1,Others,normal,proton
2899,representations,10,1,Others,normal,represent
2900,MLDSPGUI,15,1,Others,normal,mldspgui
2901,Pompe,4,1,Others,normal,pomp
2902,GAA,11,1,Others,normal,gaa
2903,glycogen,4,1,Others,normal,glycogen
2904,Myocarditis,11,1,Others,normal,myocard
2905,ECGs,18,1,Others,normal,ecg
2906,intestine,12,1,Others,normal,intestin
2907,enterocytes,8,1,Others,normal,enterocyt
2908,phagocytosis,6,1,Others,normal,phagocytosi
2909,HCMV,13,1,Others,normal,hcmv
2910,gB,14,1,Others,normal,gb
2911,lack,2,1,Topic 2,negative,lack
2912,Europe,3,1,Others,normal,europ
2913,North,3,1,Others,normal,north
2914,Sarcophilus,1,1,Others,normal,sarcophilu
2915,harrisii,1,1,Others,normal,harrisii
2916,extant,1,1,Others,normal,extant
2917,Tasmania,1,1,Others,normal,tasmania
2918,scavenger,1,1,Others,normal,scaveng
2919,comprises,1,1,Others,normal,compris
2920,DePBV1,2,1,Others,normal,depbv1
2921,papillomavirus,2,1,Others,normal,papillomaviru
2922,DePV1,2,1,Others,normal,depv1
2923,metatranscriptomics,4,1,Others,normal,metatranscriptom
2924,VLP,3,1,Others,normal,vlp
2925,WHCV,16,1,Others,normal,whcv
2926,Cilia,101,1,Others,normal,cilia
2927,sea,58,1,Others,normal,sea
2928,anemones,23,1,Others,normal,anemon
2929,ciliomes,55,1,Others,normal,ciliom
2930,ENKUR,78,1,Others,normal,enkur
2931,embryo,33,1,Others,normal,embryo
2932,asthma,15,1,Others,normal,asthma
2933,Staphylococcus,14,1,Others,normal,staphylococcu
2934,Corynebacterium,14,1,Others,normal,corynebacterium
2935,Alloiococcus,21,1,Others,normal,alloiococcu
2936,Moraxella,48,1,Others,normal,moraxella
2937,Streptococcus,39,1,Others,normal,streptococcu
2938,Haemophilus,29,1,Others,normal,haemophilu
2939,MPGs,45,1,Others,normal,mpg
2940,LRI,66,1,Others,normal,lri
2941,wheeze,42,1,Others,normal,wheez
2942,HRVC,18,1,Others,normal,hrvc
2943,DUSP1,71,1,Others,normal,dusp1
2944,SeV,32,1,Others,normal,sev
2946,MeUTP,21,1,Others,normal,meutp
2947,stalk,6,1,Others,normal,stalk
2948,SRD06,5,1,Others,normal,srd06
2949,babies,21,1,Others,normal,babi
2950,woman,10,1,Others,normal,woman
2951,CSG,11,1,Others,normal,csg
2952,Taxonomy,18,1,Others,normal,taxonomi
2953,novelty,16,1,Others,positive,novelti
2954,fission,79,1,Others,normal,fission
2956,vesicles,110,1,Others,normal,vesicl
2957,NBAR,62,1,Others,normal,nbar
2958,AmphFL,66,1,Others,normal,amphfl
2959,mol,98,1,Others,normal,mol
2960,evolutionary,1,1,Topic 5,normal,evolutionari
2961,bank,1,1,Others,normal,bank
2962,SARSlike,2,1,Others,normal,sarslik
2963,FUBAR,2,1,Others,normal,fubar
2964,SwissModel,2,1,Others,normal,swissmodel
2965,crossimmunity,24,1,Others,normal,crossimmun
2966,HCoVOC43,27,1,Others,normal,hcovoc43
2968,timeseries,2,1,Others,normal,timeseri
2969,trajectory,2,1,Others,normal,trajectori
2970,crew,6,1,Others,normal,crew
2971,teicoplanin,14,1,Others,normal,teicoplanin
2972,glycopeptide,4,1,Others,normal,glycopeptid
2973,cathepsin,14,1,Others,normal,cathepsin
2974,cytoplasm,2,1,Others,normal,cytoplasm
2977,PAF,13,1,Others,normal,paf
2979,methylprednisolone,14,1,Others,normal,methylprednisolon
2980,SIAE,16,1,Others,normal,siae
2981,MIC,12,1,Others,normal,mic
2982,FoG,22,1,Others,normal,fog
2983,candidemia,7,1,Others,normal,candidemia
2984,document,3,1,Others,normal,document
2985,Chicago,16,1,Others,normal,chicago
2986,computer,7,1,Others,normal,comput
2987,mitigation,33,1,Others,normal,mitig
2988,opportunity,4,1,Others,normal,opportun
2990,mitigationlockdown,4,1,Others,normal,mitigationlockdown
2991,Ab,26,1,Others,normal,ab
2992,nebulization,25,1,Others,normal,nebul
2993,Chen,1,1,Others,normal,chen
2994,Zhou,1,1,Others,normal,zhou
2995,Dong,1,1,Others,normal,dong
2996,Lancet,1,1,Others,normal,lancet
2997,Yan,1,1,Others,normal,yan
2998,Zhang,1,1,Others,normal,zhang
2999,HT,1,1,Others,normal,ht
3000,Xiao,1,1,Others,normal,xiao
3001,Nov,1,1,Others,normal,nov
3002,F1score,2,1,Others,normal,f1score
3003,LAC,22,1,Others,normal,lac
3004,removal,3,1,Others,normal,remov
3005,practices,3,1,Others,normal,practic
3006,Liberia,4,1,Others,normal,liberia
3007,DSOH,6,1,Others,normal,dsoh
3008,MRR,12,1,Others,normal,mrr
3009,michiganensis,69,1,Others,normal,michiganensi
3011,nebraskensis,40,1,Others,normal,nebraskensi
3012,Goss,9,1,Others,normal,goss
3013,loc,30,1,Others,normal,loc
3014,Sephadex,1,1,Others,normal,sephadex
3015,G25,1,1,Others,normal,g25
3016,chromatography,1,1,Others,normal,chromatographi
3017,LUVs,3,1,Others,normal,luv
3018,DLS,1,1,Others,normal,dl
3019,leakage,1,1,Others,negative,leakag
3020,permeability,1,1,Others,normal,permeabl
3021,fluorophore,1,1,Others,normal,fluorophor
3022,AgNPs,7,1,Others,normal,agnp
3023,GUVs,3,1,Others,normal,guv
3024,tension,4,1,Others,negative,tension
3025,GAM,4,1,Others,normal,gam
3026,readiness,4,1,Others,normal,readi
3027,soreness,4,1,Others,negative,sore
3028,FSS,58,1,Others,normal,fss
3029,Movie,26,1,Others,normal,movi
3030,parkin,125,1,Others,normal,parkin
3031,LDOPA,82,1,Others,normal,ldopa
3032,PINK1,31,1,Others,normal,pink1
3033,phosphoUb,30,1,Others,normal,phosphoub
3034,Scintillators,11,1,Others,normal,scintil
3035,Xrays,15,1,Others,normal,xray
3036,Ce,34,1,Others,normal,ce
3037,GAGG,34,1,Others,normal,gagg
3038,opsins,11,1,Others,normal,opsin
3039,irradiation,15,1,Others,normal,irradi
3040,bReaChES,7,1,Others,normal,breach
3043,ChiCTR,4,1,Others,normal,chictr
3044,PEs,10,1,Others,normal,pe
3045,microcephaly,10,1,Others,normal,microcephali
3046,hybridization,13,1,Others,normal,hybrid
3047,E6,2,1,Others,normal,e6
3048,WIV04,22,1,Others,normal,wiv04
3049,chickens,15,1,Others,normal,chicken
3050,chPBMC,13,1,Others,normal,chpbmc
3053,Switzerland,3,1,Others,normal,switzerland
3054,creatinine,8,1,Others,normal,creatinin
3055,Ccr,10,1,Others,normal,ccr
3056,UACR,9,1,Others,normal,uacr
3057,UMA,8,1,Others,normal,uma
3058,A1M,8,1,Others,normal,a1m
3059,IGU,8,1,Others,normal,igu
3060,TRU,8,1,Others,normal,tru
3061,MAPK,33,1,Others,normal,mapk
3062,IL33,66,1,Others,normal,il33
3064,NK,54,1,Others,normal,nk
3065,p38,21,1,Others,normal,p38
3066,CATCH,74,1,Others,normal,catch
3069,occurrence,1,1,Others,normal,occurr
3070,reemergence,1,1,Others,normal,reemerg
3071,significance,1,1,Others,normal,signific
3072,safety,1,1,Others,normal,safeti
3073,Virophages,92,1,Others,normal,virophag
3074,Guarani,63,1,Others,normal,guarani
3075,Tupanvirus,81,1,Others,normal,tupanviru
3076,Deep,16,1,Others,normal,deep
3077,Ocean,16,1,Others,normal,ocean
3078,PKR,167,1,Others,normal,pkr
3079,MAV1,52,1,Others,normal,mav1
3080,MEF,41,1,Others,normal,mef
3082,Alovudine,7,1,Others,normal,alovudin
3083,AZT,8,1,Others,normal,azt
3084,Tenofovir,5,1,Others,normal,tenofovir
3085,TAF,8,1,Others,normal,taf
3086,TFVDP,10,1,Others,normal,tfvdp
3087,downstream,45,1,Others,normal,downstream
3088,FMDV,9,1,Others,normal,fmdv
3089,premise,5,1,Others,normal,premis
3090,Menachery,6,1,Others,normal,menacheri
3091,S1S2,36,1,Others,normal,s1s2
3092,ISD,86,1,Others,normal,isd
3093,RS,9,1,Others,normal,rs
3094,Hurst,7,1,Others,normal,hurst
3095,log,8,1,Topic 1,normal,log
3096,Prem,7,1,Others,normal,prem
3097,eigenvalue,7,1,Others,normal,eigenvalu
3098,titre,15,1,Others,normal,titr
3099,Hazara,10,1,Others,normal,hazara
3100,machinery,2,1,Others,normal,machineri
3102,Sigma,3,1,Others,normal,sigma
3103,BEI,3,1,Others,normal,bei
3104,manufacturer,6,1,Others,normal,manufactur
3105,Metrichor,8,1,Others,normal,metrichor
3106,WIMP,8,1,Others,normal,wimp
3107,SARSCoV2RBD,8,1,Others,normal,sarscov2rbd
3108,binders,9,1,Others,normal,binder
3109,interferometry,5,1,Others,normal,interferometri
3110,SBP1,21,1,Others,normal,sbp1
3111,Interestingly,1,1,Others,normal,interestingli
3115,Hepatobiliary,1,1,Others,normal,hepatobiliari
3116,Pancreatic,1,1,Others,normal,pancreat
3117,Microsurgery,1,1,Others,normal,microsurgeri
3118,Urology,1,1,Others,normal,urolog
3119,Zhongnan,1,1,Others,normal,zhongnan
3120,Medical,1,1,Others,normal,medic
3121,routines,1,1,Others,normal,routin
3122,N95,2,1,Others,normal,n95
3123,NP4452,8,1,Others,normal,np4452
3124,NP4353,11,1,Others,normal,np4353
3125,microspheres,11,1,Others,normal,microspher
3127,ELISPOT,6,1,Others,normal,elispot
3128,herpesviruses,25,1,Others,normal,herpesvirus
3130,Blind,3,1,Others,normal,blind
3131,PBB,15,1,Others,normal,pbb
3132,AstVs,30,1,Others,normal,astv
3133,RFTB,7,1,Others,normal,rftb
3134,caves,13,1,Others,normal,cave
3135,guano,10,1,Others,normal,guano
3136,parturition,5,1,Others,normal,parturit
3137,vg,22,1,Others,normal,vg
3138,PUR,18,1,Others,normal,pur
3139,PR,21,1,Others,normal,pr
3140,powerlaw,16,1,Others,normal,powerlaw
3141,lifting,9,1,Others,normal,lift
3142,camels,67,1,Others,normal,camel
3143,coalescent,37,1,Others,normal,coalesc
3144,TaxIt,28,1,Others,normal,taxit
3145,iteration,16,1,Others,normal,iter
3146,absenteeism,52,1,Others,normal,absente
3147,VES,29,1,Others,normal,ve
3148,VEP,13,1,Others,normal,vep
3150,LF,32,1,Others,normal,lf
3151,Nigeria,10,1,Others,normal,nigeria
3152,rainfall,30,1,Others,normal,rainfal
3153,storm,3,1,Others,normal,storm
3154,IFNAR,9,1,Others,normal,ifnar
3155,rotavirus,24,1,Others,normal,rotaviru
3156,GBF1,37,1,Others,normal,gbf1
3157,Arf1,9,1,Others,normal,arf1
3158,VP7,49,1,Others,normal,vp7
3159,NSP4,27,1,Others,normal,nsp4
3160,DLPs,12,1,Others,normal,dlp
3161,BFA,20,1,Others,normal,bfa
3162,GCA,12,1,Others,normal,gca
3163,ABO,27,1,Others,normal,abo
3164,immunodeficiency,5,1,Others,normal,immunodefici
3165,AIODCRISPR,46,1,Others,normal,aiodcrispr
3166,Cas12a,7,1,Others,normal,cas12a
3167,NPIs,32,1,Others,normal,npi
3168,CNY,9,1,Others,normal,cni
3169,Droplet,14,1,Others,normal,droplet
3170,ddPCR,29,1,Others,normal,ddpcr
3171,founder,22,1,Others,normal,founder
3172,litters,81,1,Others,normal,litter
3173,pups,27,1,Others,normal,pup
3174,Facemask,52,1,Others,normal,facemask
3175,shortage,16,1,Others,negative,shortag
3176,TIM1,28,1,Others,normal,tim1
3177,GPrVSV,12,1,Others,normal,gprvsv
3178,Multimerization,20,1,Others,normal,multimer
3179,CCD,29,1,Others,normal,ccd
3181,CasRx,46,1,Others,normal,casrx
3182,Pten,29,1,Others,normal,pten
3183,Pcsk9,26,1,Others,normal,pcsk9
3184,transversions,32,1,Others,normal,transvers
3185,distinction,18,1,Others,positive,distinct
3186,EX,15,1,Others,normal,ex
3187,Mycetoma,23,1,Others,normal,mycetoma
3188,IL37,24,1,Others,normal,il37
3189,IL1,15,1,Others,normal,il1
3190,IL35,20,1,Others,normal,il35
3191,ADJ3,21,1,Others,normal,adj3
3192,CPAC,14,1,Others,normal,cpac
3193,Use,2,1,Others,normal,use
3194,EUA,3,1,Others,normal,eua
3195,DETECTR,7,1,Others,normal,detectr
3196,IVT,4,1,Others,normal,ivt
3197,qRTPCR,3,1,Others,normal,qrtpcr
3198,Q1,4,1,Others,normal,q1
3199,GI16,13,1,Others,normal,gi16
3200,HVR3,7,1,Others,normal,hvr3
3201,Asia,6,1,Others,normal,asia
3203,IFITM1,3,1,Others,normal,ifitm1
3204,IFITMs,6,1,Others,normal,ifitm
3205,IFITM2,2,1,Others,normal,ifitm2
3206,SFV,2,1,Others,normal,sfv
3207,microbat,3,1,Others,normal,microbat
3208,mbIFITM3,12,1,Others,normal,mbifitm3
3209,P70W,7,1,Others,normal,p70w
3210,Wolbachia,22,1,Others,normal,wolbachia
3211,Nanjing,9,1,Others,normal,nanj
3212,IIFA,6,1,Others,normal,iifa
3213,Doc,6,1,Others,normal,doc
3214,users,4,1,Others,normal,user
3216,Rstudio,2,1,Others,normal,rstudio
3217,HSV1,40,1,Others,normal,hsv1
3218,HP,27,1,Others,normal,hp
3219,BALF,31,1,Others,normal,balf
3220,SRBD,32,1,Others,normal,srbd
3221,Li,5,1,Others,normal,li
3222,P1,21,1,Others,normal,p1
3223,P2,47,1,Others,normal,p2
3224,substituent,27,1,Others,normal,substitu
3225,EC50,50,1,Others,normal,ec50
3226,Huh7,24,1,Others,normal,huh7
3227,CVB3,49,1,Others,normal,cvb3
3228,sidechain,18,1,Others,normal,sidechain
3229,EVA71,25,1,Others,normal,eva71
3230,IC50,28,1,Others,normal,ic50
3231,Rohingya,2,1,Others,normal,rohingya
3232,refugee,4,1,Others,normal,refuge
3233,measles,13,1,Others,normal,measl
3234,campaigns,2,1,Others,normal,campaign
3235,truncation,9,1,Others,normal,truncat
3236,diversification,26,1,Others,normal,diversif
3237,spacer,59,1,Others,normal,spacer
3238,protospacers,49,1,Others,normal,protospac
3239,tibroviruses,16,1,Others,normal,tibrovirus
3240,tibrovirus,11,1,Others,normal,tibroviru
3241,mucin,48,1,Others,normal,mucin
3242,MUC5AC,120,1,Others,normal,muc5ac
3243,MUC5B,28,1,Others,normal,muc5b
3244,nsp,13,1,Others,normal,nsp
3245,nsp78,11,1,Others,normal,nsp78
3246,forward,34,1,Others,normal,forward
3247,competition,39,1,Others,normal,competit
3249,Indies,11,1,Others,normal,indi
3250,Guadeloupe,12,1,Others,normal,guadeloup
3251,Martinique,14,1,Others,normal,martiniqu
3252,SaintMartin,11,1,Others,normal,saintmartin
3254,NI,10,1,Others,normal,ni
3255,schizophrenia,78,1,Others,normal,schizophrenia
3256,iLINCS,26,1,Others,normal,ilinc
3257,GluN1,44,1,Others,normal,glun1
3258,seed,39,1,Others,normal,seed
